"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PRPF31",0.1675297715175,0.261384419426737,0.125,0,1
"NVL",0.167592654894543,0.439874588335435,0.125,0,1
"CAPS2",0.167920724714069,-0.2641823592989,0,0.08,1
"SERF2",0.167920724714069,-0.2641823592989,0,0.08,1
"SESN2",0.167942536460293,0.442479316987922,0.125,0,1
"RAI2",0.1679769914562,-0.319735172323414,0,0.08,1
"PGBD4",0.168058156020759,0.789303764323322,0.125,0,1
"BEX1",0.168117560239062,0.320278717998465,0.25,0.04,1
"HSBP1",0.16821978398377,-0.448734087833848,0.125,0.2,1
"CHST6",0.168501490512841,-0.291529156375914,0,0.12,1
"ZBTB44",0.168504392851337,-0.463916887180306,0.188,0.32,1
"FREM1",0.168584203022962,-0.422545157008034,0.062,0.28,1
"GREB1",0.168622582855355,0.302082356281805,0.312,0.08,1
"FBXO41",0.16893810825712,-0.342688264895997,0.125,0.2,1
"RRAGA",0.168957248271958,-0.252373195944975,0,0.08,1
"C6orf62",0.168980107968379,0.395243248481545,0.688,0.44,1
"KCNQ1",0.169052323711617,-0.292565075056694,0,0.12,1
"TRMT5",0.169095211561886,-0.416667286050903,0,0.08,1
"ZNF793",0.169124178368721,0.333614852583941,0.312,0.16,1
"SCN3A",0.169142279119116,-0.409889539775248,0.375,0.52,1
"TRAFD1",0.169172539556355,-0.268983530273361,0,0.08,1
"OPRM1",0.169413476073418,-0.309368088447529,0.062,0.16,1
"TFG",0.169445275323337,0.439206367121226,0.125,0,1
"STAT2",0.169575883300807,0.441597058266887,0.188,0.04,1
"SSR1",0.169582504051086,-0.412422419685518,0.125,0.2,1
"ERVK3-1",0.169799303086642,0.476519003371772,0.25,0.04,1
"TACC1",0.170045921333491,-0.432662533019149,0.188,0.36,1
"ELAVL3",0.170093873728259,-0.308815144853214,0.75,0.8,1
"TPP2",0.170124563987303,-0.396345429705755,0.062,0.2,1
"USH2A",0.170185550175336,0.272934256727927,0.125,0,1
"GTF3C2",0.170185550175336,0.272934256727927,0.125,0,1
"ASAP1",0.170190034375032,-0.38217563987166,0.125,0.16,1
"TRMT13",0.170207807472294,0.418733036568044,0.188,0.04,1
"DXO",0.170266102568529,0.411986607008132,0.125,0,1
"METTL8",0.170275770383853,-0.391906479527377,0.062,0.12,1
"NOVA1",0.170285155229074,-0.366751410321701,0.125,0.28,1
"PPIP5K1",0.170302563249562,-0.310750215189515,0,0.08,1
"UBE2Q2",0.170388559002881,0.641275445320056,0.125,0,1
"PEX19",0.170461044301345,-0.399754065496011,0,0.08,1
"CFP",0.170618773229363,-0.295538712963612,0,0.12,1
"SLC19A1",0.1706754890931,0.546910246311052,0.125,0,1
"VAPA",0.170679241115737,-0.406091883779029,0.125,0.32,1
"ITGBL1",0.17089268065137,0.31556789714287,0.125,0,1
"TIGD7",0.17089268065137,0.31556789714287,0.125,0,1
"AKIRIN1",0.170915245530975,0.347432427262534,0.125,0,1
"CHCHD7",0.170915245530975,0.347432427262534,0.125,0,1
"CHURC1",0.17099433667691,-0.267847659050771,0.062,0.16,1
"MMS19",0.171114409428226,-0.29648830081516,0,0.12,1
"CORO7",0.171114409428226,-0.29648830081516,0,0.12,1
"GDPD5",0.171211189012043,-0.351218993175769,0.062,0.24,1
"RSAD1",0.171397646517095,0.488572167684956,0.188,0,1
"FAM81A",0.171446540045925,0.340010644981796,0.188,0.04,1
"MAP4",0.171486504687369,0.507350446445926,0.375,0.08,1
"LAMTOR5",0.171711895133893,-0.305029806217774,0,0.08,1
"HSPD1",0.17181732222481,-0.341568812064288,0.062,0.12,1
"CYB5D2",0.171873261735476,-0.360794500751403,0,0.08,1
"AFF3",0.172068656531629,-0.432047057584217,0.188,0.32,1
"GALNT16",0.172174721390833,-0.34543899416599,0.062,0.16,1
"EDEM1",0.172285975285338,0.492108309548638,0.188,0.04,1
"UQCR11",0.172312134847256,-0.382449457279055,0,0.08,1
"CENPJ",0.172337323676112,-0.324728868596089,0.062,0.16,1
"LRRC39",0.172546417340668,0.411992632033921,0.25,0.04,1
"EML6",0.172554048900568,0.545822664004504,0.375,0.2,1
"HDAC9",0.172599968339842,0.538861029180755,0.438,0.28,1
"ATP5IF1",0.172632453886527,-0.264810356833014,0,0.08,1
"FOXK1",0.1730229176494,0.477559198144942,0.438,0.16,1
"METTL26",0.173320660693244,-0.444981188804187,0,0.12,1
"SLC35G2",0.173340717335012,-0.363342416273394,0,0.12,1
"TRPM3",0.17373750692254,-0.360497841321232,0,0.16,1
"ZNF891",0.173795675187983,-0.34528427604821,0.125,0.2,1
"PCMTD1",0.173798531515827,-0.410267252429206,0.062,0.28,1
"CCT2",0.173848018973802,-0.301803533009051,0,0.12,1
"TMEM30A",0.17394317630066,-0.417486628841264,0.188,0.32,1
"SLAIN1",0.174012323196366,-0.377087861308162,0,0.08,1
"ZFP3",0.174232108284927,-0.250292126470389,0,0.08,1
"LCAT",0.174491152329535,-0.513010841651762,0,0.08,1
"HEXIM1",0.174524076183135,-0.315415406968486,0,0.08,1
"UBE2D2",0.17477853858668,-0.39500307563186,0.062,0.16,1
"ST8SIA5",0.174794672283168,0.355956192335564,0.188,0,1
"NCALD",0.175074822632981,-0.314660113333906,0.062,0.16,1
"IKZF5",0.175079746342572,-0.252778551607108,0,0.08,1
"FAM98B",0.175219182896653,-0.269677369046673,0.062,0.16,1
"SH3GL2",0.175255932561713,0.291568119221951,0.125,0,1
"ZNF438",0.175255932561713,0.291568119221951,0.125,0,1
"STARD4",0.175489378751406,0.506712568108872,0.188,0.04,1
"ZMYM5",0.175606679208246,0.576627066245045,0.438,0.12,1
"RUSC2",0.175624418792589,0.259088239704315,0.188,0.04,1
"ZNF77",0.175624418792589,0.259088239704315,0.188,0.04,1
"SMG7",0.175746088799949,0.386513117666524,0.188,0.04,1
"TBKBP1",0.175845121396006,0.366018241978564,0.375,0.12,1
"TMEM218",0.175855279184522,-0.344217872803743,0.062,0.16,1
"ENTR1",0.175862786161934,0.304255293042899,0.188,0.04,1
"MED4",0.175942464725924,-0.361889325139613,0,0.08,1
"AIFM3",0.176042347705485,0.397899072057582,0.125,0,1
"DCTN4",0.176209779498797,-0.293242848169134,0,0.08,1
"CDH10",0.176246113466033,0.443114130965455,0.125,0,1
"PFKM",0.176444874560898,-0.319122771022282,0.188,0.24,1
"ZDHHC3",0.176507214271214,-0.358939479432058,0.062,0.12,1
"ATAD5",0.176522764319967,-0.533829574816091,0.062,0.32,1
"MDH1",0.1765590712229,-0.414697797375768,0.125,0.4,1
"ASXL1",0.176905007750867,0.453846366213187,0.312,0.16,1
"FBXO21",0.176948245604952,-0.349351428499817,0.125,0.32,1
"USP8",0.176980531428165,-0.444189088019663,0.375,0.48,1
"DEPTOR",0.177008102758298,0.374079525087152,0.125,0,1
"LAMTOR4",0.177690518206662,0.537228323923688,0.125,0,1
"GOLGA8N",0.177868564808962,-0.281188900436889,0,0.08,1
"PLCD4",0.177881838704715,0.450834934100972,0.188,0,1
"NEMF",0.177974799352473,0.507752762917623,0.562,0.36,1
"TLE3",0.178015567006394,-0.31017499651269,0,0.12,1
"LLPH",0.178120649684197,-0.291588195854227,0.062,0.16,1
"CSTF2T",0.17814115897939,-0.261582001556223,0,0.08,1
"OGFOD1",0.17814115897939,-0.261582001556223,0,0.08,1
"COX10",0.178494273313721,-0.329454712973691,0,0.08,1
"AGO1",0.178525125267033,-0.438241000206976,0.125,0.32,1
"DCAF7",0.178708530815115,-0.364042688671251,0.062,0.16,1
"DICER1",0.178820743404156,0.440472396862198,0.375,0.28,1
"SP4",0.178997959680036,-0.352444132493016,0.125,0.16,1
"HACL1",0.179126783826889,0.41129842184131,0.125,0,1
"SREK1IP1",0.179238347886181,0.53764092230177,0.188,0.04,1
"LMBR1L",0.179902852169156,-0.296308551100045,0.062,0.2,1
"NECTIN2",0.180176686911266,-0.356771042184704,0,0.12,1
"C1D",0.180208053637426,-0.288272515937471,0,0.08,1
"ZNF846",0.180245771578588,-0.34785774045388,0,0.08,1
"HSPA12A",0.18030171266184,-0.355058972271599,0.188,0.28,1
"DMXL1",0.180317881572142,0.501519317613839,0.438,0.12,1
"HMGCL",0.180821734321664,-0.308041266016125,0,0.08,1
"IRX2",0.18095627189287,0.251304206082578,0.125,0,1
"VPS52",0.18095627189287,0.251304206082578,0.125,0,1
"TRAM1",0.18095627189287,0.251304206082578,0.125,0,1
"ZNF616",0.18095627189287,0.251304206082578,0.125,0,1
"DIP2B",0.180961460050825,-0.301833415566025,0.062,0.16,1
"MAGOHB",0.181361769845135,-0.270663143517489,0,0.08,1
"SLC35E2B",0.181400916672486,-0.381065347928657,0.062,0.16,1
"LSM14B",0.181421738205488,-0.309942838317666,0,0.08,1
"CAMKK2",0.181478130151516,0.511911124403608,0.312,0.08,1
"GOLGA8B",0.181555934744513,-0.293320000789895,0.625,0.92,1
"ZNF844",0.181620548558971,0.312607166273035,0.125,0,1
"TBCEL",0.181668022840882,0.49067550354711,0.188,0.04,1
"EIF4EBP2",0.181940156900944,-0.272283954618323,0,0.08,1
"RRN3",0.181940156900944,-0.272283954618323,0,0.08,1
"RNF216",0.182173359514518,-0.290340461773027,0.062,0.12,1
"RBBP9",0.182291110926805,-0.254365784846143,0,0.12,1
"STARD10",0.182499504909232,-0.2738498842614,0,0.08,1
"ITGB8",0.182499889300105,0.558023764558723,0.188,0.04,1
"RNH1",0.182538279950897,-0.261847920264756,0.062,0.2,1
"ZFYVE16",0.182554250872484,0.463450356192688,0.562,0.44,1
"CLIP1",0.182726449492738,-0.45348998575176,0.375,0.68,1
"CACNA1B",0.182736518498789,-0.411059467627038,0.312,0.56,1
"SLC27A1",0.182739498282113,0.518587511862215,0.312,0.12,1
"KDM4C",0.182797114434891,-0.422170181459642,0.125,0.28,1
"LARP4",0.183137199597236,-0.252748570081204,0.125,0.16,1
"TTL",0.183201722300607,-0.283410315977091,0.125,0.2,1
"E2F5",0.183355415483927,0.375289026665984,0.188,0,1
"STX5",0.183440094561401,-0.309537104315031,0.062,0.16,1
"IRAK1BP1",0.18350645392119,-0.459835757525065,0.125,0.24,1
"TDRD6",0.183548650046192,-0.381566707194101,0,0.08,1
"FAHD2A",0.183660989020683,-0.297644534025532,0.062,0.24,1
"MTFR1L",0.183661332361842,0.503235026948568,0.188,0.12,1
"ZNF189",0.183711692896099,-0.29877901078485,0,0.08,1
"NETO2",0.18385200658764,-0.349446443422707,0.062,0.16,1
"GJC2",0.184347874130975,0.403203310923266,0.125,0,1
"ANKRD11",0.184497001560631,0.445686000699269,0.75,0.48,1
"GK5",0.184635369830722,0.519686502427303,0.312,0.12,1
"HLA-A",0.184771427672558,0.261384419426737,0.125,0,1
"PPT2-EGFL8",0.184771427672558,0.261384419426737,0.125,0,1
"SMOC2",0.184932092828311,-0.32485889039416,0,0.12,1
"NRGN",0.18494110333472,-0.304101098624328,0.062,0.16,1
"COX7C",0.185045063683709,-0.302768496788948,0,0.08,1
"DNAJC25",0.185045063683709,-0.302768496788948,0,0.08,1
"YPEL2",0.18530933742147,-0.457359101583857,0.125,0.32,1
"EYA3",0.18536071897114,-0.30371333942455,0,0.08,1
"PHACTR2",0.185632036635016,-0.381968217933073,0.125,0.16,1
"GOLIM4",0.185638749883976,-0.492423939603533,0.062,0.28,1
"EXTL3",0.18572781533263,-0.453723115946518,0.062,0.12,1
"FRMD4A",0.185733055187654,-0.375453527011518,0.188,0.32,1
"C15orf62",0.185785491281202,-0.256650053946058,0,0.08,1
"HACD3",0.185787879770716,-0.474718483405728,0.125,0.24,1
"RGS17",0.185901297660642,-0.397263032208868,0.125,0.16,1
"LGMN",0.186269353132749,-0.306435005682594,0,0.08,1
"TMEM199",0.186402963421248,0.441622894168207,0.125,0,1
"SLC26A11",0.186406943883501,0.327652321332197,0.188,0.08,1
"TMEM50B",0.186471921005864,-0.390427929091615,0.188,0.36,1
"MMP16",0.186560214576472,-0.30730700472716,0,0.08,1
"MTCH2",0.186560214576472,-0.30730700472716,0,0.08,1
"REEP5",0.186654948879974,0.296339965811523,0.25,0.04,1
"NFIC",0.186726300705591,0.469983583161963,0.438,0.28,1
"CCZ1",0.186892546210196,-0.265634320696507,0.062,0.12,1
"DEXI",0.186905342843172,0.405397052371662,0.188,0.04,1
"ASB8",0.186910891014572,0.51344185405356,0.312,0.16,1
"NXNL2",0.187164842900694,0.470783221744407,0.125,0,1
"PGM3",0.187176254264116,-0.461635227738458,0.062,0.24,1
"AK3",0.187281398702024,0.330857429880888,0.188,0.04,1
"ZNF329",0.187356068588139,-0.328695388185812,0,0.08,1
"VCAN",0.187425983685902,-0.404425612299252,0.062,0.12,1
"EPHA10",0.187474223090051,-0.309754457076993,0.125,0.24,1
"GKAP1",0.188137062183009,0.333343802438645,0.125,0,1
"PABPC5",0.188137062183009,0.270217710222998,0.125,0,1
"TIGAR",0.188448187948,-0.312980348862886,0,0.08,1
"GFRA2",0.188509904301394,-0.304400064010533,0.062,0.12,1
"MFAP1",0.188688185656761,-0.364477721858402,0,0.08,1
"ZNF808",0.188779608848118,0.451391530210337,0.125,0,1
"BRPF1",0.189396150080057,0.453925905039122,0.125,0,1
"BICDL1",0.189456030810319,0.559552989494711,0.188,0.08,1
"SAMD8",0.189461654364648,-0.282890026415228,0.062,0.12,1
"MARCKS",0.189508786644085,0.545487698006771,0.375,0.12,1
"BSDC1",0.190034554759239,0.462908458027318,0.188,0.12,1
"PHLDB3",0.190363126159513,0.612229971027026,0.188,0.04,1
"FBXO7",0.190402967749673,0.348309307683669,0.188,0.08,1
"RPSA",0.190788144153566,-0.269550194093256,0,0.08,1
"VIP",0.190904666193057,-0.339994295751705,0,0.08,1
"SLC7A1",0.190956130321507,0.522845289258607,0.188,0.04,1
"UTP11",0.190976166038866,0.292452292515255,0.188,0.04,1
"GCC1",0.190976166038866,0.292452292515255,0.188,0.04,1
"IMP3",0.191007572003191,0.390718150283042,0.125,0,1
"RBPJ",0.191011943502228,0.536183680832882,0.375,0.2,1
"KIF3C",0.191121562977083,0.278073788705864,0.125,0,1
"MRPS27",0.191121562977083,0.278073788705864,0.125,0,1
"TRMT2A",0.191121562977083,0.278073788705864,0.125,0,1
"FLCN",0.19153914034063,-0.353966498025889,0.125,0.28,1
"TUBA4A",0.191834932183798,0.274814316508353,0.188,0.04,1
"UROD",0.191902889881498,-0.343199514726736,0,0.08,1
"ZNF585A",0.191987564140137,0.34559034978044,0.125,0,1
"FAM3C",0.192303796662815,0.393442577048269,0.25,0.12,1
"GAL3ST3",0.192335989608605,-0.273592552513254,0,0.08,1
"SLC46A1",0.192360734680668,0.54783488755937,0.312,0.12,1
"RBM18",0.192423943741485,-0.301803533009051,0,0.08,1
"SART1",0.192437459027435,-0.3752768932741,0.125,0.2,1
"KIF5C",0.192443082163564,0.369047478817119,0.688,0.48,1
"SYNPO",0.192617862594525,-0.313894535588802,0.062,0.24,1
"EIF4E3",0.192677073490342,0.416976427474927,0.188,0.08,1
"AKIP1",0.192814643431412,0.568535936438739,0.125,0.04,1
"MLH1",0.192996373447078,-0.303445389405565,0,0.08,1
"RPL13A",0.193065504461094,-0.41319519996316,0,0.12,1
"UTP14C",0.193123458295587,0.349225604213847,0.125,0,1
"SMTN",0.193139847168869,0.347855568466985,0.188,0.04,1
"AASDH",0.193442123845103,0.474298747996938,0.375,0.2,1
"CLN5",0.193626791749346,-0.408596352707655,0.188,0.36,1
"NPHP3",0.193680855612734,0.377240817277058,0.25,0.04,1
"TRUB1",0.193748336321126,-0.277309580185697,0,0.08,1
"EBLN2",0.193786042377878,0.285143809887627,0.125,0,1
"IGF2BP1",0.193786042377878,0.285143809887627,0.125,0,1
"RAD51C",0.193803453400394,0.279703556218492,0.188,0.04,1
"MFSD4B",0.193848345423499,-0.360729560555893,0.062,0.28,1
"MEGF9",0.194071273603972,0.405967030640664,0.25,0.04,1
"ZNF493",0.194126239330823,-0.353468375819288,0.062,0.16,1
"ZBTB41",0.194268389346009,0.525182182820204,0.312,0.08,1
"TMTC1",0.194371084851626,0.355826302560295,0.188,0.04,1
"CWF19L2",0.194777976166777,0.499066256036471,0.312,0.16,1
"AGAP9",0.194908278594133,-0.259477420032235,0.062,0.12,1
"PCSK1N",0.195281263334127,0.465659921222679,0.312,0.16,1
"SLX4IP",0.195281329469341,-0.348985437626727,0,0.12,1
"SPICE1",0.195291143739523,0.478306302016334,0.125,0,1
"TAF11",0.195301122495885,-0.311781472171764,0.062,0.2,1
"CREG1",0.195416668092524,0.488827725670041,0.312,0.08,1
"RWDD1",0.19545430987634,-0.281840779078118,0,0.08,1
"TMEM201",0.19559884062753,-0.337079609723862,0.062,0.16,1
"USP10",0.195775623178908,-0.250380148045204,0.062,0.16,1
"COX5B",0.19618139293435,0.291568119221951,0.125,0,1
"SHARPIN",0.19618139293435,0.291568119221951,0.125,0,1
"NUMB",0.196576332295307,-0.313904142656413,0.062,0.12,1
"GCM2",0.197148468360256,0.514130225981208,0.125,0,1
"STX7",0.197170411217538,-0.393853349013809,0.062,0.28,1
"KANSL2",0.197197035189277,-0.433096765846446,0,0.08,1
"BSN",0.197205791781278,-0.359685882809895,0.25,0.24,1
"EIF5B",0.197362009178804,0.488833005063577,0.625,0.32,1
"DNAJB6",0.197420889543909,-0.354061685427248,0.188,0.36,1
"TRMT10B",0.197429444696898,0.419252035880582,0.125,0.04,1
"AKAP8L",0.197736629063273,-0.37870458271874,0.125,0.16,1
"PLCB4",0.198073269499771,-0.383171655898385,0.125,0.24,1
"INTS12",0.198170316394759,-0.28435954441322,0,0.12,1
"ZNF181",0.198331172316314,0.576982970420441,0.25,0.08,1
"NUDT21",0.198396739043051,0.401432887500932,0.312,0.12,1
"CNOT9",0.198425249572578,-0.358668532826126,0.062,0.16,1
"PZP",0.198675637389433,0.419416256825564,0.125,0.04,1
"PLD3",0.199030388935111,-0.409811942919669,0.25,0.4,1
"TM2D3",0.199033448042363,-0.338370837384941,0.062,0.16,1
"CHTOP",0.199099007860809,-0.461124516751508,0.062,0.2,1
"ADRA1A",0.199135343117113,-0.254887045135475,0.062,0.16,1
"DDX20",0.199557577698156,0.549520113434863,0.125,0,1
"ACAP2",0.199889123956166,-0.359158469433841,0.5,0.56,1
"YPEL3",0.199916922147415,0.31546058870974,0.188,0.08,1
"NUCKS1",0.199956234261415,-0.407917370044654,0.375,0.64,1
"NMD3",0.200033618572283,-0.288272515937471,0,0.12,1
"EID2B",0.200217477869108,-0.311262233665468,0.062,0.16,1
"RPS6KA6",0.200599294602865,0.336680962431624,0.25,0.08,1
"CASP6",0.200725080299236,-0.289748626978411,0,0.12,1
"MITD1",0.200871553022646,-0.311443072267212,0.062,0.12,1
"TRIM37",0.200978588890891,-0.347168482336549,0.125,0.28,1
"MTMR2",0.201064650368535,0.587214425834747,0.188,0.04,1
"ERCC6",0.201196770956808,-0.280898185050603,0.062,0.16,1
"TMEM116",0.201372635217185,0.324259317054294,0.188,0.04,1
"ZNF761",0.201479850754089,-0.428952561617314,0.062,0.12,1
"ARRB1",0.20156331949562,0.382936294980551,0.188,0.04,1
"INPP5A",0.201942648937496,-0.261582001556223,0,0.08,1
"DUSP12",0.20212985785303,0.307913895099129,0.125,0,1
"ZNF260",0.20212985785303,0.307913895099129,0.125,0,1
"CPSF6",0.20238088912243,-0.334249777126655,0.125,0.16,1
"SLITRK5",0.202477487462944,-0.440699667194046,0.25,0.48,1
"ALG14",0.202586748078043,0.414593055361282,0.25,0.12,1
"ETFBKMT",0.202664929185855,0.485793164006072,0.25,0.16,1
"GUCY1B1",0.202667651287126,-0.387103916617471,0.125,0.24,1
"LZTR1",0.203233828859514,-0.295217730810352,0,0.12,1
"SNRPA1",0.203261013391863,0.374552786542536,0.125,0.04,1
"CMSS1",0.203653563476131,-0.344628613129793,0.125,0.16,1
"POU3F4",0.203705160402265,0.45696471634206,0.25,0.04,1
"ZFP41",0.20379277054916,0.312607166273035,0.125,0,1
"COG3",0.20379277054916,0.312607166273035,0.125,0,1
"SRP68",0.20379277054916,0.312607166273035,0.125,0,1
"COL16A1",0.203923767605452,0.260032236094216,0.25,0.12,1
"CDC40",0.204026730149565,0.521992428663685,0.25,0.12,1
"DNAJC21",0.204602488070417,-0.381381275913279,0.125,0.24,1
"SYNJ1",0.204647768735487,0.35628293596952,0.125,0.04,1
"BTN3A1",0.204827858467651,0.345120064056646,0.25,0.08,1
"SLC4A8",0.204866916800333,-0.328328092843241,0.125,0.24,1
"CDKL5",0.204889383803526,-0.443443699896725,0.312,0.52,1
"OSBPL8",0.205247765906159,-0.435731194716475,0.312,0.44,1
"ARHGEF26",0.205315378149715,0.521251166218017,0.125,0,1
"ATP6V0E2",0.20532413391769,-0.270110011513988,0,0.08,1
"NOL4L",0.205366911941342,-0.379233405092979,0.062,0.16,1
"FUT9",0.205394498684267,-0.427374635826721,0.312,0.36,1
"DRD2",0.20540471143902,-0.300099985823305,0,0.12,1
"FNIP2",0.205472322405679,0.45173397083518,0.188,0.08,1
"FLNC",0.205676781727923,-0.297178650689291,0.062,0.16,1
"SCD5",0.205971566748275,-0.385336823832955,0.188,0.28,1
"KCNQ2",0.206386577528118,0.381365482395306,0.312,0.12,1
"UBP1",0.206429176994511,0.513870231842901,0.375,0.16,1
"CSNK1G2",0.206453754026562,-0.388142986045571,0.125,0.2,1
"TMEM65",0.206498821524866,0.373212029030997,0.125,0.04,1
"LANCL2",0.206537172575605,-0.294946375587638,0.062,0.16,1
"METTL6",0.206764879084789,-0.406454770392861,0.125,0.24,1
"LRRC8C",0.207125287816906,-0.320859949414751,0.062,0.12,1
"SPTBN2",0.207320060451281,-0.307007255937514,0.125,0.28,1
"TDP1",0.207352932967563,-0.275364475486037,0,0.08,1
"NGEF",0.207533510752461,-0.305029806217774,0,0.12,1
"ARPC3",0.207695470543609,0.428838762409265,0.125,0.04,1
"ANKRD18B",0.207698672828669,-0.32926112327692,0.062,0.16,1
"RHOQ",0.207856123306229,0.407090022606927,0.188,0.04,1
"RPL9",0.208086699621255,0.325030249821773,0.125,0,1
"ZPR1",0.20809322263023,-0.277309580185697,0,0.08,1
"NACC1",0.20809322263023,-0.277309580185697,0,0.08,1
"TOGARAM1",0.208116350140423,-0.411932718860801,0.188,0.32,1
"IREB2",0.208163831448129,0.459034952593818,0.375,0.24,1
"CNKSR2",0.208515137814275,0.400808681326952,0.125,0,1
"ARNT2",0.208572422110981,-0.376557533688038,0.25,0.52,1
"LMAN1",0.208623562612277,0.418603878896704,0.25,0.12,1
"CABIN1",0.209118566920999,0.421339723943016,0.5,0.28,1
"PRKD3",0.209155812336655,-0.332518945844862,0.125,0.2,1
"JAG1",0.209329914750993,0.328717615192537,0.125,0,1
"DUS4L",0.20933942266779,-0.267357888476237,0.062,0.12,1
"ZBTB10",0.209406093028602,0.403982347192694,0.125,0,1
"PHLDA1",0.2094703587488,-0.280969537058861,0,0.08,1
"PCDHGA10",0.20949107795951,0.509292311330418,0.188,0.08,1
"KMT2D",0.209586988164335,0.285408325374638,0.312,0.16,1
"MFSD11",0.209690154407895,0.375586588533565,0.375,0.24,1
"RTN4",0.209695949360554,-0.388675777152212,0.438,0.6,1
"PPP2R5A",0.209740621186181,-0.284246597703022,0.062,0.12,1
"MRPS10",0.209785049932846,-0.298807949714147,0.062,0.12,1
"NFASC",0.210217087593027,-0.356259891263138,0.375,0.52,1
"LETMD1",0.210576605570132,0.356330032598762,0.188,0.08,1
"MAML3",0.210705599189931,-0.312652788873513,0,0.12,1
"CDC5L",0.210918570716362,-0.469540397336637,0.25,0.44,1
"GABPB2",0.211274761931536,0.446457000410854,0.438,0.2,1
"MNT",0.211315981306218,0.384437993607058,0.188,0.12,1
"LRRTM3",0.211446798578885,0.488873962794984,0.438,0.32,1
"PHF20",0.211715893481781,0.458734041706777,0.438,0.2,1
"EIF3F",0.211847802048479,-0.376615283482388,0.125,0.2,1
"CA5B",0.212094945367672,-0.388996186007067,0.125,0.16,1
"ACCS",0.212419123669857,0.373236182414003,0.188,0.04,1
"TMEM175",0.212615357648839,0.364526823787814,0.125,0.04,1
"C3orf62",0.212799015226995,0.427040258014713,0.188,0.04,1
"CPT2",0.213067469848803,0.407627934910916,0.25,0.12,1
"ZNF22",0.213330894440077,-0.333413980187787,0,0.08,1
"TRAF3IP1",0.213403875733367,0.588084781574121,0.312,0.16,1
"RPL23A",0.213842114286486,0.436296371887473,0.312,0.12,1
"KIAA0232",0.213872740105407,0.55624228576302,0.375,0.28,1
"ZNF606",0.213874435137868,0.327142963190375,0.188,0.04,1
"ZNF160",0.213879397423741,-0.280718592926395,0.062,0.12,1
"JUND",0.213903537473783,0.513619078046043,0.312,0.12,1
"DNAH3",0.213969488720626,-0.257221219844865,0.062,0.16,1
"MTMR3",0.214176790627778,0.439969722192851,0.312,0.08,1
"BRSK1",0.214409783627248,-0.337589337141696,0.188,0.36,1
"AK9",0.214447932961393,-0.32210484589876,0,0.12,1
"PC",0.214615292164242,0.294282181790079,0.25,0.16,1
"SLC47A2",0.214667217347169,0.463303542819131,0.188,0,1
"AKAP9",0.214746232538013,-0.28621302265862,0.75,0.92,1
"RBM25",0.215061707970596,-0.321208454571499,0.562,0.92,1
"ZNF551",0.215111854958535,0.424965000586303,0.125,0,1
"MRPS22",0.215298880637199,0.333392049922408,0.125,0.04,1
"KDM1B",0.215352660983321,-0.442700134840289,0.188,0.2,1
"RXRB",0.215411406733755,0.347432427262534,0.125,0,1
"TNFAIP8L3",0.215411406733755,0.347432427262534,0.125,0,1
"KAT2A",0.215411406733755,0.347432427262534,0.125,0,1
"MCF2L2",0.215820378664032,0.52793616900854,0.375,0.2,1
"PRH1",0.215972633057366,0.428238157841804,0.125,0,1
"TMEM38B",0.216023500874857,-0.277156159212621,0.062,0.12,1
"SLC16A1",0.216248365137266,0.350104635969524,0.125,0,1
"HMGA1",0.216266309538347,0.517657520601919,0.125,0.04,1
"KCTD7",0.21672023789152,-0.271433123840635,0.062,0.16,1
"BCR",0.216794470202887,0.476829342051709,0.188,0.08,1
"TRIP12",0.216799984231274,0.501135823237894,0.312,0.16,1
"COMMD7",0.216841687772568,-0.350223939916846,0.062,0.12,1
"PLA2G12A",0.216880982559823,-0.371428259093292,0.125,0.32,1
"NRG1",0.217001803232598,0.589832235054391,0.125,0.04,1
"PNPLA7",0.217027017725608,-0.327713738751366,0.25,0.28,1
"ANKRD34A",0.217046015310678,0.352674977278866,0.125,0,1
"YWHAG",0.217134354954661,-0.319400761584173,0.25,0.48,1
"FGD5",0.217281547982515,-0.251376361876622,0.062,0.24,1
"LGI1",0.21735515010873,-0.398731290863646,0.125,0.36,1
"CALY",0.217525250728466,-0.399728154199692,0.062,0.16,1
"CDADC1",0.217768154371496,0.480192226516477,0.188,0.08,1
"PDE4A",0.217806587381334,0.394125063340026,0.625,0.48,1
"S100B",0.217850690524984,-0.413745916940196,0,0.12,1
"NNT",0.218024551834697,-0.396697782503305,0.062,0.16,1
"TRIM44",0.218255180484027,-0.274705787742282,0.125,0.16,1
"CNNM2",0.218300706590832,0.45705091602471,0.25,0.12,1
"DENND4B",0.218824628357876,0.268973499813332,0.25,0.08,1
"RPS18",0.219140786181988,-0.352428852904652,0,0.08,1
"ORC4",0.219162868840996,-0.326956687617589,0.125,0.16,1
"EPHA6",0.219213720821816,0.456666273000926,0.125,0.04,1
"RPIA",0.219232670522867,0.359844383730493,0.125,0,1
"HSF2",0.219232670522867,0.359844383730493,0.125,0,1
"MED19",0.219232670522867,0.359844383730493,0.125,0,1
"STK31",0.219492642378948,-0.309474905566671,0,0.08,1
"RFXAP",0.219625542050407,0.442479316987922,0.125,0,1
"LINS1",0.219684865588479,-0.306245867384612,0.062,0.16,1
"BBIP1",0.219711506776866,-0.410345432340789,0.062,0.32,1
