"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ALDH2",0.0715260577118597,-0.567284619889902,0.188,0.36,1
"COX19",0.0716787272608637,-0.52511527550634,0.062,0.16,1
"KLF12",0.0717497578106255,-0.630203202120727,0.062,0.16,1
"TACC2",0.0717599465757243,-0.516838321649014,0.125,0.28,1
"CHORDC1",0.0720959032294475,-0.514843012002954,0.062,0.32,1
"NR2C1",0.0721349307860587,0.749386031684469,0.375,0.12,1
"RBBP6",0.0722330792732944,-0.653459151792798,0.312,0.64,1
"JMY",0.0722907567422697,0.840465050454829,0.312,0.12,1
"ABCD2",0.0727628606639732,-0.387195436160707,0,0.16,1
"CRYBG3",0.0729263256277831,0.681412039367541,0.25,0.04,1
"UQCRC2",0.0729264880630204,0.630392392343498,0.312,0.12,1
"OSBPL2",0.072949988646088,-0.364742125220689,0.125,0.28,1
"CREBRF",0.0733970827416452,-0.576526146560038,0.375,0.56,1
"DLG2",0.0735634986538132,-0.559147585706696,0.25,0.32,1
"GULP1",0.0739946647525619,-0.483857357112325,0,0.16,1
"ZNF429",0.0741489302774968,-0.285965049475238,0,0.16,1
"ERP44",0.0743033853840406,-0.518773498184832,0,0.16,1
"ZRANB1",0.0743416999003957,-0.442394637808338,0,0.16,1
"DYNC1I1",0.074357614829782,-0.535288113786943,0.062,0.24,1
"DGCR8",0.0743710917257623,0.681325520667996,0.312,0.04,1
"COA4",0.0745631226487572,0.397472624576277,0.25,0,1
"HNRNPM",0.0745893662619222,-0.437445445536925,0.25,0.32,1
"PNISR",0.0746593470627021,-0.290531802545309,0.875,1,1
"CADM3",0.0746814863357619,-0.467825597183606,0.125,0.32,1
"CHD1",0.0747152282043946,-0.581477333133061,0.25,0.48,1
"ARGLU1",0.0750417947776985,-0.452928727342821,0.562,0.84,1
"ARFGAP2",0.0751987434800432,-0.429642145935272,0,0.2,1
"ABHD6",0.0752540752618241,0.370312953285768,0.25,0,1
"ZHX3",0.075355971887515,-0.577110092636733,0.062,0.24,1
"ZNF106",0.0755374497661107,-0.642919751683017,0.188,0.36,1
"NRP2",0.0758330263470336,0.281677719491449,0.25,0.04,1
"KIAA1549L",0.0759056918274587,-0.493313328118219,0.188,0.4,1
"ARL6IP6",0.0761470082983187,-0.516607773902198,0,0.16,1
"ANKRD17",0.0763118813611303,-0.584593437312135,0.312,0.4,1
"OBSL1",0.0764147287079428,-0.468383942343561,0.312,0.4,1
"EFCAB14",0.0764467853344609,-0.444522821816684,0,0.16,1
"MEF2D",0.0766285577170564,0.609020959626145,0.375,0.08,1
"ZNF737",0.0766326656185287,-0.364477721858402,0,0.16,1
"LUZP1",0.0766868295345702,0.909738634005625,0.312,0.08,1
"FRAS1",0.0767046069441972,0.670231611300972,0.25,0,1
"ZNF605",0.0768083561197192,-0.638002760562995,0.125,0.44,1
"ZNF615",0.0768292401960339,-0.539566072250323,0,0.2,1
"CLOCK",0.0769401207175987,-0.527563648684684,0.375,0.48,1
"WDR47",0.0771999855054508,-0.406302370695642,0,0.2,1
"DYNC1LI2",0.0773763051221852,-0.52622693300722,0.188,0.32,1
"ALDH6A1",0.0774234303308868,-0.473440874057412,0.062,0.2,1
"ENGASE",0.0777843636202716,-0.301803533009051,0,0.16,1
"PLTP",0.0777901057456658,-0.425967076667113,0.062,0.2,1
"ATP13A3",0.0777909702203934,-0.435877143230681,0.125,0.28,1
"SCUBE3",0.077870824546833,-0.472426090118372,0.062,0.2,1
"LRRC57",0.0780428532367169,-0.412999794823176,0.125,0.24,1
"RUNX1T1",0.0785020320456117,-0.478857795261583,0.125,0.32,1
"CREG2",0.078656401520151,-0.617620927226484,0.125,0.4,1
"NYAP2",0.0788260312162081,0.605403759229652,0.312,0.08,1
"NECAP2",0.0788604237185085,-0.456862049605768,0.062,0.2,1
"NDFIP1",0.079012188759221,-0.452394529064458,0.125,0.32,1
"TGS1",0.0790612798824128,0.727121203014042,0.375,0.16,1
"CYLD",0.0793331574459025,-0.472893858512204,0.062,0.24,1
"RORA",0.0793569230459618,-0.570353910862992,0.188,0.36,1
"ZNF638",0.0795738756135162,-0.552472622553472,0.438,0.64,1
"TAPT1",0.0800658632633415,-0.432886946360014,0,0.16,1
"OCA2",0.0803437139203513,-0.404711274595472,0,0.16,1
"KCNN3",0.0804862346485362,-0.532905324356795,0,0.2,1
"KCNH6",0.0805015029710861,0.473954173257901,0.25,0,1
"REPS2",0.0809106247407998,-0.47483164447266,0.062,0.28,1
"TRPM2",0.0809182238283766,0.788415022472074,0.312,0.04,1
"AP4S1",0.0809477493675339,-0.520599257442132,0.062,0.32,1
"ARHGAP27",0.0811072808889719,0.508375623621194,0.25,0.04,1
"ABI1",0.0812435727716021,-0.532209568099165,0.188,0.36,1
"NCDN",0.0813246330540997,-0.294568899689897,0,0.16,1
"ALMS1",0.0815225919988102,0.823293275800874,0.25,0.12,1
"JAKMIP3",0.0818768492809458,-0.444889922590992,0,0.16,1
"RYR2",0.0818967278507596,0.633443413638744,0.5,0.32,1
"CCDC32",0.0820845420958351,-0.323845910546652,0,0.16,1
"WASHC4",0.0823209702638958,-0.446563267349337,0.062,0.24,1
"WNT3",0.0823758360522279,-0.25738733203172,0,0.16,1
"NOC2L",0.0825307063469622,0.270217710222998,0.188,0,1
"ESPNL",0.0825307063469622,0.270217710222998,0.188,0,1
"PNP",0.0825307063469622,0.270217710222998,0.188,0,1
"PIF1",0.0825307063469622,0.270217710222998,0.188,0,1
"IL32",0.0825307063469622,0.270217710222998,0.188,0,1
"ERBB2",0.0825307063469622,0.270217710222998,0.188,0,1
"UBXN2A",0.0828893755382701,-0.492770636929439,0,0.16,1
"PIP4K2B",0.0830102518568199,-0.345605007032494,0.062,0.24,1
"CACNG4",0.0830604169131662,-0.499581790267673,0,0.16,1
"M6PR",0.0832015183608438,-0.470412816847877,0.125,0.28,1
"NIFK",0.0832377298367821,-0.489924375932689,0,0.12,1
"RAP1GAP",0.0833012610995216,0.532118868655333,0.25,0.08,1
"SLC6A6",0.0833445099108566,-0.351716630473874,0.062,0.2,1
"MAPK8",0.0833519323729196,-0.458934815120269,0.125,0.28,1
"SLC38A1",0.0833785760766155,-0.574221513893795,0.25,0.44,1
"C12orf73",0.083588704264227,-0.301803533009051,0,0.12,1
"CPNE6",0.083730042871283,0.471859310214293,0.312,0.08,1
"STX6",0.0837528312836388,-0.308041266016125,0,0.12,1
"EIF2D",0.083832797176751,-0.294568899689897,0,0.12,1
"DPF1",0.0838960152338477,-0.456895517330561,0.125,0.36,1
"CEBPZ",0.0840200783115847,-0.537040870813994,0.125,0.28,1
"DENND4A",0.0841775120155525,-0.446794355802383,0,0.2,1
"SFXN2",0.0844185095452342,-0.471296314093649,0,0.16,1
"HNF1B",0.0844947666160452,0.252112595817071,0.25,0.04,1
"MICAL2",0.084599912802485,0.382936294980551,0.25,0.04,1
"SH3D19",0.0847300324347816,0.291568119221951,0.188,0,1
"TMEM209",0.0847300324347816,0.291568119221951,0.188,0,1
"TINF2",0.0847300324347816,0.291568119221951,0.188,0,1
"EFCAB8",0.0847300324347816,0.291568119221951,0.188,0,1
"RIPK1",0.0847579228754681,-0.252778551607108,0,0.12,1
"B3GLCT",0.084760604021885,-0.404041493853063,0,0.12,1
"STARD8",0.0848831537103893,-0.32485889039416,0,0.16,1
"WDR5",0.0851711511064792,-0.261582001556223,0,0.16,1
"SAMHD1",0.0851711511064792,-0.261582001556223,0,0.12,1
"LDLR",0.0854401360370695,-0.386385567368078,0,0.2,1
"MTMR6",0.0855078311798975,0.705633895585703,0.25,0,1
"RPN2",0.0856438784227241,0.772533195040242,0.25,0,1
"RPL24",0.0858306014788807,-0.291529156375914,0,0.12,1
"ALKBH8",0.0858306014788807,-0.291529156375914,0,0.12,1
"CHRDL1",0.0859235843908584,-0.337048868409363,0,0.12,1
"DCUN1D4",0.0859613029263546,-0.422126624532361,0.062,0.16,1
"ANKHD1",0.0860485828625711,-0.388537997933998,0,0.12,1
"CCBE1",0.0861204534313269,-0.268983530273361,0,0.12,1
"JMJD4",0.0862864363055749,-0.419843555531155,0.062,0.2,1
"EIPR1",0.086297870342764,-0.399030862981904,0,0.12,1
"CENPO",0.0865207554204208,0.542009555388107,0.25,0.04,1
"HERC6",0.0865354622955193,0.328717615192537,0.188,0,1
"RPL37A",0.0865930697944246,-0.528813307454897,0.062,0.16,1
"TUBGCP3",0.0866089090272357,-0.466198717334551,0,0.12,1
"SCAPER",0.086649584960596,-0.614359356348194,0.25,0.44,1
"SRGAP2",0.086737229674371,-0.429037736085319,0.062,0.28,1
"KBTBD12",0.0867665460756249,0.579798778512884,0.25,0,1
"CAMK2B",0.0869792893313373,-0.503483734707234,0.438,0.48,1
"DDX42",0.0874546653971094,0.539073197035759,0.25,0.04,1
"DGLUCY",0.0875132674660987,-0.498329208385742,0.062,0.28,1
"SPRED2",0.0877454335389364,-0.265429982966745,0,0.16,1
"PSMA7",0.0879715803081111,0.513186546545518,0.25,0,1
"GNAI2",0.088079879673585,0.711638529337715,0.25,0.04,1
"PTN",0.0881142103596487,-0.488822238740697,0,0.12,1
"PHRF1",0.0881277305873942,-0.508410567486763,0.188,0.28,1
"BCL9L",0.0881617836114529,-0.444820424261688,0.125,0.24,1
"TRNT1",0.0885894230471306,-0.280969537058861,0,0.12,1
"ZDHHC6",0.0885901091959292,-0.368372703900911,0,0.12,1
"EGFR",0.0886464050400378,0.630138608366617,0.5,0.24,1
"TRARG1",0.0886739160194753,0.307913895099129,0.188,0,1
"MPV17",0.0889650235787417,-0.369630711550087,0.062,0.2,1
"MLLT11",0.0893159338323741,0.341748559410506,0.188,0,1
"PTPN9",0.0893863910539989,-0.376654285931188,0,0.12,1
"SLC37A2",0.0893912442508125,-0.307553087186165,0,0.16,1
"NDST2",0.0893939298307321,-0.272283954618323,0,0.12,1
"SNX14",0.0894520331124979,-0.538037498946315,0.125,0.2,1
"SLC35A1",0.0896845716992765,-0.255900958950541,0,0.12,1
"C2CD5",0.0897749691935117,-0.549602860866651,0.188,0.44,1
"BNIP3",0.0897905440646502,0.693483263365529,0.188,0,1
"UBAP2L",0.0898801794297017,0.677265241645884,0.375,0.08,1
"COPS7A",0.0898970280763419,-0.285965049475238,0,0.12,1
"MRPS9",0.0900059339148182,0.370312953285768,0.188,0,1
"DUSP8",0.0901853801130205,-0.393729534720107,0,0.12,1
"FASTK",0.0903171590574132,-0.343792178126647,0.062,0.16,1
"CAPN7",0.0904718098775031,-0.401439506821826,0.062,0.2,1
"TPRKB",0.0906190612063053,-0.38877060865107,0,0.12,1
"SDHA",0.0906489448187207,-0.375363531666922,0.062,0.24,1
"PAXIP1",0.0906925720578944,0.616886718673917,0.25,0,1
"FBXL19",0.0907459406975797,0.523778994305317,0.25,0.04,1
"PPFIBP1",0.091215890596379,-0.57114549585922,0.312,0.52,1
"FGF12",0.0914823454019176,-0.490205062084263,0.188,0.44,1
"MAN2A1",0.091483027067852,0.722156525599399,0.25,0.08,1
"UBE2B",0.0915344524028414,0.537907236344939,0.188,0,1
"IVNS1ABP",0.0915589576898669,-0.255139668299124,0,0.12,1
"TSN",0.0915589576898669,-0.255139668299124,0,0.12,1
"CCDC152",0.0917944214926897,-0.396203648546712,0,0.12,1
"PITPNB",0.0918485674548041,-0.352339255520262,0,0.12,1
"CDH20",0.0919606391235935,-0.389915052098797,0,0.12,1
"VPS26A",0.0921089245909974,-0.427791923963584,0.062,0.24,1
"RUNDC3A",0.0921589441160693,-0.436418332371172,0.062,0.24,1
"IRS2",0.0922597552374958,-0.356689915447484,0,0.16,1
"APBA1",0.0922937828395987,-0.359876214970518,0.062,0.24,1
"XPO7",0.0923109561188586,0.566584586792954,0.25,0,1
"EYA4",0.0923336672192394,-0.524214039907282,0.375,0.32,1
"YWHAB",0.0925178254669584,-0.510838356454763,0.312,0.44,1
"KANTR",0.0927908412424317,0.701688454855887,0.25,0,1
"LEPROT",0.0928464775042341,-0.435196398524501,0,0.12,1
"ZNF439",0.0928634060627532,0.583336602306362,0.25,0.04,1
"GBA2",0.0928635282621803,0.321727406161166,0.438,0.2,1
"IST1",0.0928763595520816,-0.492746213686781,0.062,0.24,1
"ZNF609",0.0928789274099146,-0.581050495359047,0.188,0.32,1
"C12orf29",0.0929830943827127,-0.385220287281794,0.062,0.2,1
"CHPF",0.0930407629125265,0.501043527070857,0.25,0,1
"FSD2",0.0930488446655734,-0.39168470229225,0,0.12,1
"GNL3L",0.0931264637556232,-0.37603466129561,0,0.12,1
"ZNF654",0.0931893057767818,-0.420123547818849,0,0.16,1
"ZNF24",0.0932143010150134,-0.440150680521051,0.125,0.28,1
"EAPP",0.0933135356917788,-0.515245035563666,0.062,0.16,1
"FAM234B",0.0933187602985363,-0.252778551607108,0,0.12,1
"TRIM3",0.0935548559713454,-0.429503078330146,0.062,0.24,1
"LASP1",0.0935731216305139,-0.439526660272425,0.062,0.2,1
"E4F1",0.0936782236501811,-0.266644980391005,0,0.12,1
"GLMN",0.0936845845665028,-0.298330009390818,0,0.12,1
"DMWD",0.0938323344018297,-0.545518440406966,0.062,0.16,1
"VSX1",0.0940791961397121,-0.373738292631994,0,0.12,1
"INA",0.0943678676712157,-0.384461428989756,0.062,0.24,1
"NEDD9",0.0944007952782479,-0.275364475486037,0,0.16,1
"KCNJ3",0.0944752164287459,-0.470993723204071,0.25,0.4,1
"VIL1",0.0945410893968251,0.443141599224117,0.25,0.04,1
"SCG2",0.0945740840369913,-0.496742836543648,0.375,0.52,1
"ANKUB1",0.0948054895517889,0.261384419426737,0.188,0,1
"CILP",0.0948054895517889,0.261384419426737,0.188,0,1
"SEC62",0.0948776872398439,-0.512459278133297,0.125,0.36,1
"TLN2",0.0949044553401435,0.583879512255706,0.312,0.12,1
"LRRFIP2",0.0949493963225344,0.594562139327142,0.625,0.4,1
"DDX59",0.095131244869309,-0.321388985994522,0,0.12,1
"NAGK",0.0951876308738428,-0.390112364029225,0.062,0.28,1
"CCDC138",0.0953493422802603,-0.478172238647678,0,0.12,1
"PLEKHG5",0.0953699488811661,0.385795101143614,0.188,0,1
"LHFPL4",0.0953721943227912,-0.280969537058861,0,0.12,1
"GFRAL",0.0953721943227912,-0.280969537058861,0,0.12,1
"PTPRR",0.0954362029313415,-0.545016515974167,0.062,0.24,1
"EEPD1",0.0956473721163302,-0.454258537095923,0,0.16,1
"FGF17",0.0956826422649252,-0.363446859161344,0,0.16,1
"METTL2B",0.0960918926189295,0.533536524833491,0.375,0.08,1
"SSTR2",0.0960964249040983,-0.504056938906927,0.125,0.24,1
"GALNT14",0.096157109914206,0.282864981738035,0.188,0,1
"CCDC181",0.0962674855401571,-0.510063244063812,0,0.16,1
"PSD2",0.0962736615035649,0.317584112113606,0.312,0.08,1
"ZNF652",0.0964405807202955,0.752382884293421,0.25,0.08,1
"SYCP2L",0.0968402447684362,0.731125275458283,0.25,0,1
"CHERP",0.0968663066629273,-0.443643619429233,0.188,0.24,1
"P4HA1",0.0969537688635914,-0.397922435723662,0,0.12,1
"SPTY2D1",0.0970245021316771,0.432854003799538,0.188,0,1
"SCARB1",0.0970354900327754,-0.3783137138197,0,0.12,1
"TANK",0.0970951515636243,0.54687156268331,0.188,0,1
"MINPP1",0.0974274195766806,-0.284154846098272,0,0.12,1
"ZNF395",0.097585611080331,-0.317129645432909,0.062,0.16,1
"GDE1",0.0978179676743657,-0.379023499257926,0.062,0.16,1
"SLC9B2",0.0978442898011035,-0.276830940566964,0,0.12,1
"ATP6V1A",0.098108744759883,0.633463048664336,0.312,0.08,1
"FN1",0.0981119724023892,0.551063041412512,0.25,0.04,1
"GPHN",0.098111991702516,-0.532879882021854,0.125,0.28,1
"GART",0.0981239027683148,-0.323845910546652,0,0.16,1
"ABHD13",0.0983607413553359,-0.420344137769315,0,0.16,1
"HAUS2",0.0984367473374654,-0.371659675897528,0,0.12,1
"TERF1",0.0986919672163588,-0.287529044341156,0.062,0.24,1
"ZXDC",0.0988668886198668,-0.372060667993386,0,0.12,1
"TXNRD1",0.0989117752439968,-0.37503501689724,0,0.12,1
"NGRN",0.0989770190871111,-0.451314428407263,0.062,0.2,1
"ARHGEF7",0.0991015257596902,0.620175740766117,0.375,0.2,1
"IK",0.0991860542140418,0.496227558125595,0.25,0.04,1
"ZNF254",0.0992114061145928,-0.351249555974049,0,0.16,1
"NOB1",0.0993265271781756,-0.280969537058861,0,0.12,1
"RGS6",0.0993335315354773,-0.439577254462778,0.062,0.2,1
"SLC25A29",0.0993867089960119,0.637870204978434,0.25,0.08,1
"MEIOC",0.0995983080706258,-0.368092401885114,0,0.16,1
"EMC8",0.0996902069352338,0.576735200038843,0.188,0.04,1
"MBD4",0.0998165710300451,0.505901999181649,0.25,0.08,1
"GTF3C4",0.0999059523076553,-0.29205005468051,0,0.12,1
"PRICKLE2",0.0999908213129367,0.636416694555937,0.25,0.04,1
"KAT8",0.100137310256847,0.377643785331969,0.188,0,1
"FPGT",0.100147748521498,-0.367998563817792,0,0.12,1
"SNRNP70",0.100319000446919,0.60770593722895,0.562,0.28,1
"GRIA1",0.100328677390372,0.600450071221591,0.562,0.4,1
"BRMS1L",0.10054575499397,0.6255914283438,0.312,0.08,1
"TULP3",0.100648099568762,-0.317233126589361,0,0.12,1
"FLNB",0.100845243263396,0.499767700542666,0.375,0.12,1
"WDPCP",0.100889247745531,-0.272283954618323,0,0.12,1
"SH3YL1",0.101033616073706,-0.461383399201333,0.125,0.2,1
"ZFYVE26",0.101128390175437,0.278073788705864,0.188,0,1
"OTOP2",0.101128390175437,0.278073788705864,0.188,0,1
"FKBP4",0.101130806279742,-0.320935687441117,0,0.12,1
"CPNE7",0.101183845009898,0.300028436529526,0.25,0.04,1
"DYNC2LI1",0.101502693682533,-0.450339634297831,0,0.12,1
"SRRM4",0.101535930644402,-0.452839071813514,0.5,0.72,1
"STIM2",0.101764123001369,0.522699271817834,0.375,0.12,1
"HPS3",0.101846282247248,-0.323845910546652,0,0.12,1
"THUMPD3",0.101935119701814,-0.355662918871446,0,0.12,1
"FXR2",0.102083626565018,0.328197108448171,0.25,0.04,1
"BRD3OS",0.102091208614794,-0.259647256199115,0.062,0.24,1
"HNRNPUL1",0.102163799263631,-0.25738733203172,0,0.12,1
"FAM133A",0.102390894635884,-0.570246261358481,0,0.12,1
"C16orf87",0.102463555122347,-0.361089154469242,0,0.12,1
"AKAP10",0.10254625580404,-0.276103534816157,0,0.12,1
"FAM110B",0.1026408384354,0.547225282906372,0.438,0.32,1
"RARB",0.102651319514245,-0.34659825643351,0,0.16,1
"ZNF566",0.102736745196724,-0.307553087186165,0,0.12,1
"EZH2",0.102905983366838,0.456191266714681,0.188,0,1
"ARL3",0.102935955345284,-0.321208217116168,0,0.12,1
"DPP10",0.103107927086189,0.586534794079215,0.25,0,1
"RABGAP1",0.103175514812076,0.665033212670163,0.438,0.28,1
"NT5C3A",0.103392580387,-0.291529156375914,0,0.12,1
"CTNND1",0.103504387388987,-0.519796087502779,0.062,0.24,1
"AP3S2",0.103613232533181,0.328717615192537,0.188,0,1
"SLC39A10",0.103677536369533,-0.455985682671107,0.125,0.2,1
"ERCC1",0.103770915353836,0.429293075313681,0.188,0,1
"ZNF568",0.103844839018341,0.678343946463329,0.25,0.04,1
"KCNH7",0.104048209323737,-0.407885084005901,0,0.16,1
"RFC3",0.104152288127992,0.495307156200359,0.188,0,1
"FBXO11",0.104542958520033,-0.461311605286529,0.25,0.36,1
"BUD23",0.104764038054776,0.491935787350627,0.25,0,1
"COL21A1",0.104794547302233,-0.478019211562695,0.062,0.24,1
"ARHGAP29",0.104946896543905,0.341748559410506,0.188,0,1
"WWOX",0.104971141586859,0.635974063449208,0.25,0.04,1
"SCAMP5",0.104982308753486,-0.448081277853103,0.062,0.2,1
"CCNI2",0.105093274706245,0.431599635821639,0.25,0.04,1
"MPP2",0.105738846810207,0.393398480394657,0.25,0.04,1
"SNAP47",0.105882216113066,-0.363654995686923,0,0.16,1
"TET2",0.105911983966529,0.643640516029811,0.375,0.2,1
"KCNJ6",0.105921974970707,-0.515495800812952,0.312,0.44,1
"RPA3",0.106019472749148,-0.351524530159819,0,0.12,1
"TSPAN13",0.106193730284577,-0.265429982966745,0,0.12,1
"TATDN3",0.106317649972452,-0.309826309478176,0,0.12,1
"CDH8",0.106341580319905,-0.433426355018135,0.062,0.16,1
"RAD17",0.106478496560976,-0.396784329179137,0,0.12,1
"NHS",0.106814358268927,-0.528852608191566,0.125,0.24,1
"ASPSCR1",0.106871174035715,0.639966150644143,0.312,0.12,1
"ASCC3",0.106892361309376,-0.531043924884983,0.188,0.4,1
"HDGF",0.106926396806871,-0.300099985823305,0,0.12,1
"CSF3R",0.107002579070729,0.291568119221951,0.188,0,1
"PPT1",0.107002579070729,0.291568119221951,0.188,0,1
"TEX35",0.107002579070729,0.291568119221951,0.188,0,1
"COL1A1",0.107002579070729,0.291568119221951,0.188,0,1
"SDK1",0.107045651972565,-0.386873324139702,0,0.12,1
"SH3PXD2A",0.107234931381416,0.54906279971994,0.562,0.28,1
"GTPBP1",0.107276672138095,0.323755674751016,0.188,0,1
"OR10A2",0.107300068077792,-0.354183364022879,0,0.12,1
"GNG4",0.107362400233151,0.513592784006837,0.188,0,1
"KMO",0.10744587298294,-0.368743643253176,0,0.12,1
"HDAC7",0.107507885965995,-0.436637119360204,0.062,0.2,1
"CCDC180",0.10759836929027,0.428076993325325,0.25,0.08,1
"CRIM1",0.107710122080097,-0.578693935342341,0.312,0.52,1
"PPP4R3A",0.107744808452061,-0.448391342522555,0,0.16,1
"AKAP8",0.10778580205412,-0.402233168240036,0.062,0.16,1
"ZNF337",0.107799648381122,-0.421174404233305,0.062,0.16,1
"RAB18",0.107811299107176,-0.371853803178258,0.062,0.2,1
"IFT81",0.107837209410726,-0.383533438715382,0,0.16,1
"EPG5",0.107891948016011,-0.432646765910575,0.062,0.24,1
"ZBTB11",0.107973518573823,-0.45657925418296,0,0.12,1
"GFM2",0.108016469820358,-0.268983530273361,0,0.12,1
"MUC2",0.108134484706129,0.259088239704315,0.25,0.04,1
"ZNF765",0.108184305698535,-0.288948024709517,0.062,0.2,1
"NUP54",0.108258992022836,-0.338912612928341,0,0.12,1
"KCNIP1",0.108530826021354,0.400808681326952,0.188,0,1
"DDX3X",0.108552062647002,0.487238592757319,0.312,0.04,1
"TIMP3",0.108696550292887,-0.455930619251942,0.062,0.2,1
"VLDLR",0.108715109106823,-0.449167150414493,0,0.16,1
"SLC10A7",0.108848538442333,-0.366856383136601,0,0.12,1
"NDUFS5",0.108895924030301,-0.4337731061616,0,0.12,1
"L3MBTL2",0.109086958912566,-0.461553789183246,0.062,0.16,1
"SHOC2",0.109357431856239,-0.379289175044642,0,0.12,1
"PRDM6",0.109520173276887,0.340537651658433,0.312,0.08,1
"ADAMTS10",0.109581549420311,-0.430142058840415,0.062,0.2,1
"RAP1B",0.109634766536113,0.364230616660015,0.188,0,1
"SCN1B",0.109711411480198,-0.521813388917492,0.062,0.16,1
"MFHAS1",0.109772121273526,0.482597122628997,0.188,0,1
"MLH3",0.109848530386393,-0.606388371447188,0.25,0.36,1
"SEL1L3",0.109849496608474,-0.415940497923382,0,0.16,1
"GEMIN2",0.110126169536822,-0.4876800141157,0,0.12,1
"ENTPD4",0.110177271299396,-0.375326776754825,0,0.12,1
"HLTF",0.11020333345974,-0.596486573985943,0.062,0.36,1
"SYT16",0.110509861268903,-0.354067315152176,0.062,0.2,1
"MEF2A",0.110634859359964,0.624442306718261,0.438,0.12,1
"FBXO27",0.110683356210333,0.531752144875534,0.25,0.04,1
"RILPL1",0.11069624762063,-0.325521663972667,0,0.12,1
"EXOC3",0.110736433680723,-0.48602981457884,0.062,0.2,1
"CLPB",0.110762970914426,0.318980953142598,0.25,0.04,1
"KCNJ4",0.110767220423388,0.333343802438645,0.188,0,1
"TBC1D16",0.110929293619896,-0.418706484874628,0.062,0.2,1
"ZNF696",0.110961244358606,-0.309474905566671,0,0.12,1
"MGAT4A",0.110971060578775,-0.514231682320212,0.125,0.24,1
"SC5D",0.111169814364909,-0.42971358765824,0.062,0.2,1
"CUL4B",0.111224324174688,-0.358220253297107,0.062,0.2,1
"VAV2",0.111269436182892,0.531820284115773,0.312,0.12,1
"PRPF4B",0.111283416753972,-0.55613602808606,0.25,0.4,1
"ADCY2",0.111350007390315,-0.485545861944209,0.188,0.32,1
"TTC39C",0.111384111532333,-0.322546509749797,0,0.12,1
"RELN",0.111523486797004,-0.488911369598915,0.125,0.32,1
"TMEM121",0.111624632557678,-0.404498095833216,0,0.12,1
"PIGT",0.111761596416682,0.493812716209149,0.25,0.08,1
"MEI1",0.111776278975739,0.260032236094216,0.375,0.12,1
"UBN1",0.111804015392713,0.650408845924486,0.5,0.08,1
"SMPD4",0.111950379676295,-0.29648830081516,0,0.12,1
"C20orf203",0.111975345238064,0.40989971869812,0.188,0,1
"ARL1",0.112085180709509,-0.402529584099809,0,0.12,1
"WDR48",0.112095397996542,-0.419728889115682,0.062,0.2,1
"DAB1",0.112134701629512,0.46158421437849,0.312,0.12,1
"TBC1D24",0.112171929951192,-0.405364167603225,0.062,0.2,1
"CNOT2",0.112635408727806,-0.471522308013268,0.312,0.52,1
"ATG5",0.112901304568154,0.619342787787926,0.188,0.04,1
"ANXA6",0.113001209736897,-0.392179940867836,0.062,0.16,1
"CCDC125",0.113032494960119,-0.405955365378214,0,0.12,1
"GOLGA8A",0.113316743538281,0.452129647768298,0.812,0.56,1
"RFFL",0.113430005152392,-0.363908666339938,0.125,0.24,1
"DLK2",0.113824331801504,-0.305029806217774,0,0.16,1
"PTCD2",0.1139146516108,-0.399030862981904,0,0.12,1
"METTL7A",0.114331993141048,-0.562192098106683,0,0.16,1
"SLC12A5",0.114523228035439,-0.457210757415178,0.188,0.4,1
"MINDY2",0.114981868466027,0.691745707210085,0.312,0.08,1
"CEP72",0.114996457448852,-0.334970427791709,0,0.16,1
"NUDT16",0.115035736077313,0.417871305752309,0.188,0,1
"BAG4",0.11536035135457,-0.431140804238266,0,0.12,1
"ATP9B",0.11538173031315,-0.532689134306488,0.188,0.28,1
"PI4KA",0.115395881546117,-0.398529923046472,0.062,0.2,1
"CC2D1B",0.115492539862622,-0.332439142822926,0,0.12,1
"UBE2V1",0.115721161277427,-0.294240985910173,0,0.12,1
"ASB6",0.115814238043875,-0.2641823592989,0,0.16,1
"RSPRY1",0.115837800814572,0.630493256060947,0.188,0,1
"NUMA1",0.115910667762178,-0.541796937995764,0.25,0.28,1
"SMYD4",0.115950851042526,-0.474950310620254,0.188,0.32,1
"PTPA",0.116033350522788,0.50982738949994,0.188,0.04,1
"RPAP3",0.116227251554349,-0.293242848169134,0,0.12,1
"MED31",0.116227251554349,-0.293242848169134,0,0.12,1
"GMPPA",0.116443461492343,0.42151589113252,0.188,0,1
"KDM6A",0.116527248034342,0.523621307134675,0.312,0.08,1
"GMPR2",0.116586754058614,-0.302081339359291,0,0.12,1
"TMEM231",0.116781717438382,-0.287801369239936,0.062,0.16,1
"CHRNA4",0.116841529805403,0.363799147729421,0.438,0.12,1
"RPL15",0.11693057792217,-0.285965049475238,0,0.12,1
"FNIP1",0.116938749156652,-0.538001046379502,0.062,0.2,1
"JKAMP",0.117121084463581,-0.424453240629098,0,0.12,1
"RBMXL1",0.117152229127777,0.635048193267135,0.188,0.04,1
"ARPC2",0.117179700288682,0.682483424170575,0.312,0.2,1
"ESR1",0.117362438015106,-0.323845910546652,0,0.12,1
"YTHDF3",0.117560053645739,0.389898253397875,0.25,0.04,1
"RAD52",0.117598897166378,0.602068993452789,0.188,0,1
"PSMB2",0.117609048332949,-0.308763778076321,0,0.12,1
"SCAF4",0.117936118124579,-0.308041266016125,0,0.12,1
"ZNF836",0.117966274952373,-0.258471878684102,0,0.12,1
